timestamp,clean_title,subject,verb,object,eval,palettes,legend,active_passive
20150731,Apple to unveil next Apple TV version in September,Apple,to unveil,next Apple TV version in September,4,#d62728,"launch, unveil, introduce",
20150731,Facebook says drone ready for real-world testing later this year,Facebook,says,drone ready for real-world testing later this year,3,#636363,say,
20150731,"Bradesco sees loans, defaults under control despite Brazil woes",Bradesco,sees,"loans, defaults under control despite Brazil woes",7,#ad494a,"see, predict, warn",
20150805,Loan defaults at Brazil's Itaú seen rising this year,Loan defaults at Brazil's Itaú,seen rising,this year,7,#f7fcb9,rise,
20150805,"FlowPlay Raises $35,000 for Earthquake Recovery in Nepal",FlowPlay,Raises,"$35,000 for Earthquake Recovery in Nepal",0,#637939,"help, provide, raise, support, ...",
20150806,Facebook launches feature to allow businesses to privately message users,Facebook,launches,feature to allow businesses to privately message users,3,#d62728,"launch, unveil, introduce",
20150807,Tesla says it sent update for security flaws found by hackers,Tesla,says,it sent update for security flaws found by hackers,5,#636363,say,
20150807,"Earthquake shakes eastern Japan, no tsunami warning",Earthquake,shakes,"eastern Japan, no tsunami warning",0,#e6550d,"hit, shake, strike",
20150811,Earthquake in Afghanistan felt across South Asia,Earthquake in Afghanistan,felt,across South Asia,0,#7b4173,"felt, seen, rattle",
20150812,Google buys time for bold bets with new Alphabet structure,Google,buys,time for bold bets with new Alphabet structure,2,#1f77b4,"buy, invest, acquire",
20150814,Musk to invest $20 million in Tesla's $500 million share sale,Musk,to invest,$20 million in Tesla's $500 million share sale,5,#1f77b4,"buy, invest, acquire",
20150814,Musk to invest $20 mln in Tesla's $500 mln share sale,Musk,to invest,$20 mln in Tesla's $500 mln share sale,5,#1f77b4,"buy, invest, acquire",
20150814,CentralNic says rise in share price related to Google announcement,CentralNic,says,rise in share price related to Google announcement,2,#636363,say,
20150815,Tesla says power line falls into Fremont factory,Tesla,says,power line falls into Fremont factory,5,#636363,say,
20150820,Brazil corporate defaults rise at fastest pace since 2012,Brazil corporate defaults,rise,at fastest pace since 2012,7,#f7fcb9,rise,
20150826,"CBO says U.S. revenue gains push down deficit, delay default",CBO,says,"U.S. revenue gains push down deficit, delay default",7,#636363,say,
20150828,Google says EU antitrust charges are unfounded,Google,says,EU antitrust charges are unfounded,2,#636363,say,
20150829,Brazil economy sinks into worse-than-expected recession,Brazil economy,sinks,into worse-than-expected recession,6,#d9f0a3,"deepen, shrink, sink, worsen",
20150829,Brazil markets fall as economy in deeper-than-expected recession,Brazil markets,fall,as economy in deeper-than-expected recession,6,#e377c2,"hit, fall, sink, suffer",
20150829,Brazil real weakens as data confirms deep recession,Brazil real weakens as data,confirms,deep recession,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20150902,LVMH hires former Apple executive as digital director,LVMH,hires,former Apple executive as digital director,4,#fdd0a2,hire,
20150902,Driver navigation company says Google's Waze stole its traffic database,Driver navigation company,says,Google's Waze stole its traffic database,2,#636363,say,
20150902,Canada hit by recession as economic growth shrank in Q2,Canada,hit,by recession as economic growth shrank in Q2,6,#e377c2,"hit, fall, sink, suffer",
20150903,Brazil auto dealerships see defaults rising,Brazil auto dealerships,see,defaults rising,7,#ad494a,"see, predict, warn",
20150907,Apple to launch Apple TV with gaming focus,Apple,to launch,Apple TV with gaming focus,4,#d62728,"launch, unveil, introduce",
20150908,"Apple ups hiring, but faces obstacles to making phones smarter","Apple ups hiring, but",faces,obstacles to making phones smarter,4,#e7ba52,"face, settle, raid, investigate, ...",
20150910,"Apple introduces iPad Pro, larger 12.9-inch iPad",Apple,introduces,"iPad Pro, larger 12.9-inch iPad",4,#d62728,"launch, unveil, introduce",
20150910,"Apple unveils iPhone 6S, 6S Plus",Apple,unveils,"iPhone 6S, 6S Plus",4,#d62728,"launch, unveil, introduce",
20150910,Apple unveils iPad Pro,Apple,unveils,iPad Pro,4,#d62728,"launch, unveil, introduce",
20150910,"Apple unveils larger iPad, new keyboard",Apple,unveils,"larger iPad, new keyboard",4,#d62728,"launch, unveil, introduce",
20150912,"If world slides into recession, policy response to fall short",If world,slides,"into recession, policy response to fall short",6,#e7cb94,"face, seen, post, slip, slide, confirm",
20150915,Apple says sales of new iPhones are off to strong start,Apple,says,sales of new iPhones are off to strong start,4,#636363,say,
20150915,Russian watchdog says Google violating competition law,Russian watchdog,says,Google violating competition law,2,#636363,say,
20150915,Google hires Truecar's Krafcik to head its driverless car unit,Google,hires,Truecar's Krafcik to head its driverless car unit,2,#fdd0a2,hire,
20150915,Apple says sales of new iPhones on pace to beat last year's record,Apple,says,sales of new iPhones on pace to beat last year's record,4,#636363,say,
20150917,Apple says won't release watchOS 2 on Wednesday,Apple,says,won't release watchOS 2 on Wednesday,4,#636363,say,
20150917,Apple says will not release watchOS 2 on Wednesday,Apple,says,will not release watchOS 2 on Wednesday,4,#636363,say,
20150917,Apple faces hurdles as it positions iPad Pro for business use,Apple,faces,hurdles as it positions iPad Pro for business use,4,#e7ba52,"face, settle, raid, investigate, ...",
20150922,Earthquake measuring 6.5 hits off Chile,Earthquake,measuring,6.5 hits off Chile,0,#31a354,measuring,
20150923,Brazil government sees deeper economic recession in 2015,Brazil government,sees,deeper economic recession in 2015,6,#ad494a,"see, predict, warn",
20150923,Apple plans steps to prevent future App Store attacks,Apple,plans,steps to prevent future App Store attacks,4,#d62728,"launch, unveil, introduce",
20150923,"China state-owned firm says parent to assume responsibility for at-risk bonds, evading default",China state-owned firm,says,"parent to assume responsibility for at-risk bonds, evading default",7,#636363,say,
20150929,Rousseff says fiscal plan to pull Brazil out of recession,Rousseff,says,fiscal plan to pull Brazil out of recession,6,#636363,say,
20150929,Brazil corporate defaults hit three-year high as recession worsens,Brazil corporate defaults,hit,three-year high as recession worsens,7,#e377c2,"hit, fall, sink, suffer",
20150929,"UK's Labour says would make Google, Starbucks pay ""fair share"" of tax",UK's Labour,says,"would make Google, Starbucks pay ""fair share"" of tax",2,#636363,say,
20150930,Apple launches Apple Music in China,Apple,launches,Apple Music in China,4,#d62728,"launch, unveil, introduce",
20150930,"Google unveils latest Nexus phones, tablet",Google,unveils,"latest Nexus phones, tablet",2,#d62728,"launch, unveil, introduce",
20150930,Google unveils two Nexus smartphones,Google,unveils,two Nexus smartphones,2,#d62728,"launch, unveil, introduce",
20151001,Tesla delivers Model X electric SUV to take on luxury carmakers,Tesla,delivers,Model X electric SUV to take on luxury carmakers,5,#8ca252,deliver,
20151001,Italy's Renzi faces uphill struggle over Google Tax plan,Italy's Renzi,faces,uphill struggle over Google Tax plan,2,#e7ba52,"face, settle, raid, investigate, ...",
20151001,Fingerprint Cards says FPC1025 sensor selected for Google's Nexus smartphones,Fingerprint Cards,says,FPC1025 sensor selected for Google's Nexus smartphones,2,#636363,say,
20151002,"EU antitrust chief says Apple, Google cases show no U.S. bias",EU antitrust chief,says,"Apple, Google cases show no U.S. bias",2,#636363,say,
20151006,Facebook to launch satellite to expand Internet access in Africa,Facebook,to launch,satellite to expand Internet access in Africa,3,#d62728,"launch, unveil, introduce",
20151006,Google in talks to invest in chat company Symphony,Google in talks,to invest,in chat company Symphony,2,#1f77b4,"buy, invest, acquire",
20151006,UPDATE 3-Google in talks to invest in chat company Symphony,UPDATE 3-Google in talks,to invest,in chat company Symphony,2,#1f77b4,"buy, invest, acquire",
20151006,Russia says Google must correct contracts with mobile manufacturers by November 18,Russia,says,Google must correct contracts with mobile manufacturers by November 18,2,#636363,say,
20151006,Russia says Google must correct contracts with mobile manufacturers by Nov 18,Russia,says,Google must correct contracts with mobile manufacturers by Nov 18,2,#636363,say,
20151006,Magnitude six earthquake strikes off central Chile,Magnitude six earthquake,strikes,off central Chile,0,#e6550d,"hit, shake, strike",
20151006,"China typhoon kills six, knocks out power as tornado snaps trees",China typhoon,kills,"six, knocks out power as tornado snaps trees",1,#393b79,"kill, injure, rise",
20151007,Greek finance minister says recession shallower than lenders forecast,Greek finance minister,says,recession shallower than lenders forecast,6,#636363,say,
20151007,Greek fin min says recession shallower than lenders forecast,Greek fin min,says,recession shallower than lenders forecast,6,#636363,say,
20151007,IMF now sees Latam recession this year as Brazil slumps,IMF now,sees,Latam recession this year as Brazil slumps,6,#ad494a,"see, predict, warn",
20151010,Los Angeles approves sweeping earthquake building-safety rules,Los Angeles,approves,sweeping earthquake building-safety rules,0,#637939,"help, provide, raise, support, ...",
20151010,"Google says Docs, Drive disruption resolved",Google,says,"Docs, Drive disruption resolved",2,#636363,say,
20151010,"Google says Docs, Drive facing disruptions",Google,says,"Docs, Drive facing disruptions",2,#636363,say,
20151014,"Apple loses patent lawsuit to Univ. of Wisconsin, faces hefty damages",Apple,loses,"patent lawsuit to Univ. of Wisconsin, faces hefty damages",4,#c7e9c0,loses,
20151014,"Apple loses patent lawsuit to University of Wisconsin, faces hefty damages",Apple,loses,"patent lawsuit to University of Wisconsin, faces hefty damages",4,#c7e9c0,loses,
20151015,Apple faces $400 million in damages in university patent case,Apple,faces,$400 million in damages in university patent case,4,#e7ba52,"face, settle, raid, investigate, ...",
20151015,Apple faces $400 mln in damages in university patent case,Apple,faces,$400 mln in damages in university patent case,4,#e7ba52,"face, settle, raid, investigate, ...",
20151017,"Google book-scanning project legal, says U.S. appeals court","Google book-scanning project legal,",says,U.S. appeals court,2,#636363,say,
20151018,"Earthquake hits northwest Argentina, kills 1; injuries reported",Earthquake,hits,"northwest Argentina, kills 1; injuries reported",0,#e6550d,"hit, shake, strike",
20151021,Vestas says Google to buy its stake Kenyan project,Vestas,says,Google to buy its stake Kenyan project,2,#636363,say,
20151022,Brazil keeps interest rates steady to avoid deepening recession,Brazil,keeps,interest rates steady to avoid deepening recession,6,#d9d9d9,"keep, hold",
20151027,Indonesia's Trikomsel says it will likely default on Singapore-issued bonds,Indonesia's Trikomsel,says,it will likely default on Singapore-issued bonds,7,#636363,say,
20151029,Alphabet's Google announces deal with Indonesian telecoms on Web access,Alphabet's Google,announces,deal with Indonesian telecoms on Web access,2,#636363,say,
20151030,"William Demant says GN Store Nord ruling was default, case to resume",William Demant,says,"GN Store Nord ruling was default, case to resume",7,#636363,say,
20151104,Flipkart hires Google executive to head consumer experience,Flipkart,hires,Google executive to head consumer experience,2,#fdd0a2,hire,
20151105,Brazil's Itaú sees defaults peaking late next year,Brazil's Itaú,sees,defaults peaking late next year,7,#ad494a,"see, predict, warn",
20151105,Facebook to launch news app,Facebook,to launch,news app,3,#d62728,"launch, unveil, introduce",
20151105,CORRECTED-Facebook to launch news app,CORRECTED-Facebook,to launch,news app,3,#d62728,"launch, unveil, introduce",
20151105,EU's Vestager says all options open in Google case,EU's Vestager,says,all options open in Google case,2,#636363,say,
20151105,"Bank of Ireland pension deficit hits capital, defaulted loans fall",Bank of Ireland pension deficit,hits,"capital, defaulted loans fall",7,#e377c2,"hit, fall, sink, suffer",
20151110,"Obama launches Facebook page, sends message on climate",Obama,launches,"Facebook page, sends message on climate",3,#d62728,"launch, unveil, introduce",
20151112,Facebook reports spike in government requests for data,Facebook,reports,spike in government requests for data,3,#636363,say,
20151112,Facebook says government requests for data rose in first half of 2015,Facebook,says,government requests for data rose in first half of 2015,3,#636363,say,
20151112,Japan Inc sees no turnaround soon for economy likely in recession,Japan Inc,sees,no turnaround soon for economy likely in recession,6,#ad494a,"see, predict, warn",
20151112,Facebook launches news app 'Notify' in U.S,Facebook,launches,news app 'Notify' in U.S,3,#d62728,"launch, unveil, introduce",
20151112,Facebook launches news app 'Notify' in U.S.,Facebook,launches,news app 'Notify' in U.S.,3,#d62728,"launch, unveil, introduce",
20151112,"Apple announces 1,000 new jobs in Ireland as EU tax ruling nears",Apple,announces,"1,000 new jobs in Ireland as EU tax ruling nears",4,#636363,say,
20151112,Apple says against opening encrypted data for Britain,Apple,says,against opening encrypted data for Britain,4,#636363,say,
20151112,Indonesia's Trikomsel says agency has cut rating to 'selective default',Indonesia's Trikomsel,says,agency has cut rating to 'selective default',7,#636363,say,
20151116,"Japan economy shrinks 0.8 pct in Q3, back in recession",Japan economy,shrinks,"0.8 pct in Q3, back in recession",6,#d9f0a3,"deepen, shrink, sink, worsen",
20151119,BOJ keeps policy steady even as Japan slides into recession,BOJ,keeps,policy steady even as Japan slides into recession,6,#d9d9d9,"keep, hold",
20151119,Facebook says it froze user named Isis by mistake,Facebook,says,it froze user named Isis by mistake,3,#636363,say,
20151120,"BOJ keeps policy steady despite recession, sees capex rebound",BOJ,keeps,"policy steady despite recession, sees capex rebound",6,#d9d9d9,"keep, hold",
20151121,"Greece sees milder recession in 2016, sticks to bailout targets",Greece,sees,"milder recession in 2016, sticks to bailout targets",6,#ad494a,"see, predict, warn",
20151124,"Votorantim posts 3rd-qtr loss on Brazil recession, currency drop",Votorantim,posts,"3rd-qtr loss on Brazil recession, currency drop",6,#e7cb94,"face, seen, post, slip, slide, confirm",
20151128,Brazil loan defaults hit two-year high in October,Brazil loan defaults,hit,two-year high in October,7,#e377c2,"hit, fall, sink, suffer",
20151202,Facebook plans first Asia-Pacific data center in Taiwan,Facebook,plans,first Asia-Pacific data center in Taiwan,3,#d62728,"launch, unveil, introduce",
20151202,Facebook plans first Asia-Pacific data centre in Taiwan,Facebook,plans,first Asia-Pacific data centre in Taiwan,3,#d62728,"launch, unveil, introduce",
20151202,"Puerto Rico bonds higher, senator says ""complete default"" averted","Puerto Rico bonds higher, senator",says,"""complete default"" averted",7,#636363,say,
20151202,Puerto Rico's governor says default 'looms large',Puerto Rico's governor,says,default 'looms large',7,#636363,say,
20151203,China's Baidu says will become default search engine for Amazon's Kindle in China,China's Baidu,says,will become default search engine for Amazon's Kindle in China,7,#636363,say,
20151208,Japan dodges recession with revised Q3 GDP expansion,Japan,dodges,recession with revised Q3 GDP expansion,6,#bdbdbd,"dodge, exit",
20151208,"Earthquake felt in New Delhi, buildings shake",Earthquake,felt,"in New Delhi, buildings shake",0,#7b4173,"felt, seen, rattle",
20151209,Japan dodges recession with revised third quarter GDP expansion,Japan,dodges,recession with revised third quarter GDP expansion,6,#bdbdbd,"dodge, exit",
20151210,Tesla says Australian utility Origin to market solar battery,Tesla,says,Australian utility Origin to market solar battery,5,#636363,say,
20151211,Facebook at Work to launch soon,Facebook at Work,to launch,soon,3,#d62728,"launch, unveil, introduce",
20151212,Shallow earthquake shakes Costa Rican capital San Jose,Shallow earthquake,shakes,Costa Rican capital San Jose,0,#e6550d,"hit, shake, strike",
20151217,DoubleLine Capital's Gundlach sees 30 percent chance of recession next year,DoubleLine Capital's Gundlach,sees,30 percent chance of recession next year,6,#ad494a,"see, predict, warn",
20151217,"Fiat Chrysler buys Tesla, Toyota, Honda emissions credits",Fiat Chrysler,buys,"Tesla, Toyota, Honda emissions credits",5,#1f77b4,"buy, invest, acquire",
20151217,"Puerto Rico governor sees January or May default, 'no money'",Puerto Rico governor,sees,"January or May default, 'no money'",7,#ad494a,"see, predict, warn",
20151217,Facebook launches instant articles for Android users,Facebook,launches,instant articles for Android users,3,#d62728,"launch, unveil, introduce",
20151218,Tesla says will continue using Mobileye technology,Tesla,says,will continue using Mobileye technology,5,#636363,say,
20151219,"Apple to launch Apple Pay in China, take on Alibaba, Tencent",Apple,to launch,"Apple Pay in China, take on Alibaba, Tencent",4,#d62728,"launch, unveil, introduce",
20151219,Russia sees court fight after Ukraine 'defaults' on $3 billion bond,Russia,sees,court fight after Ukraine 'defaults' on $3 billion bond,7,#ad494a,"see, predict, warn",
20151223,Google developing new messaging app,Google,developing,new messaging app,2,#6baed6,developing,
20151223,Brazil's loan defaults rise to highest in nearly 3 years,Brazil's loan defaults,rise to,highest in nearly 3 years,7,#f7fcb9,rise,
20151226,"Tornado causes damage, injures three in Birmingham, Alabama",Tornado,causes,"damage, injures three in Birmingham, Alabama",1,#8c6d31,"cause, dip, drag, fall, ...",
20151226,"Tornado causes significant damage in Birmingham, Alabama",Tornado,causes,"significant damage in Birmingham, Alabama",1,#8c6d31,"cause, dip, drag, fall, ...",
20151226,Strong earthquake hits northeast Afghanistan,Strong earthquake,hits,northeast Afghanistan,0,#e6550d,"hit, shake, strike",
20151226,"Tornado injures three in Birmingham, Alabama",Tornado,injures,"three in Birmingham, Alabama",1,#393b79,"kill, injure, rise",
20151228,At least 11 killed in weekend tornadoes in North Texas,At least 11,killed,in weekend tornadoes in North Texas,1,#393b79,"kill, injure, rise",
20151228,"Eight killed in Dallas area amid tornadoes, flooding",Eight,killed,"in Dallas area amid tornadoes, flooding",1,#393b79,"kill, injure, rise",
20151230,China Shandong Shanshui says may default on another bond,China Shandong Shanshui,says,may default on another bond,7,#636363,say,
20160101,"Magnitude 5.7 earthquake hits off Nicaragua, no damages reported",Magnitude 5.7 earthquake,hits,"off Nicaragua, no damages reported",0,#e6550d,"hit, shake, strike",
20160102,Russia says Ukraine defaulted on $3 billion Eurobond,Russia,says,Ukraine defaulted on $3 billion Eurobond,7,#636363,say,
20160102,Russia says Ukraine defaulted on $3 bln Eurobond,Russia,says,Ukraine defaulted on $3 bln Eurobond,7,#636363,say,
20160104,Earthquake measuring 6.8 magnitude strikes India,Earthquake,measuring,6.8 magnitude strikes India,0,#31a354,measuring,
20160104,"Tesla says it delivered 17,400 vehicles in fourth quarter",Tesla,says,"it delivered 17,400 vehicles in fourth quarter",5,#636363,say,
20160105,Brazil posts 2015 trade surplus as recession curbs imports,Brazil,posts,2015 trade surplus as recession curbs imports,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20160106,North Korea says plans major announcement following 5.1 earthquake,North Korea,says,plans major announcement following 5.1 earthquake,0,#636363,say,
20160111,Wall Street faces profit recession as earnings season begins,Wall Street,faces,profit recession as earnings season begins,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20160111,Wall St faces profit recession as earnings season begins,Wall St,faces,profit recession as earnings season begins,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20160111,Thousands without power after Tornado hits Florida,Thousands without power after Tornado,hits,Florida,1,#e6550d,"hit, shake, strike",
20160112,6.9 magnitude earthquake strikes off Indonesian Moluccas,6.9 magnitude earthquake,strikes,off Indonesian Moluccas,0,#e6550d,"hit, shake, strike",
20160113,Google says fewer tech glitches in its self-driving cars,Google,says,fewer tech glitches in its self-driving cars,2,#636363,say,
20160115,Google self-driving exec says needs proposals to share research,Google self-driving exec,says,needs proposals to share research,2,#636363,say,
20160120,Morgan Stanley sees 2016 global recession risk as high as 20 percent,Morgan Stanley,sees,2016 global recession risk as high as 20 percent,6,#ad494a,"see, predict, warn",
20160120,Morgan Stanley sees 2016 global recession risk as high as 20 pct,Morgan Stanley,sees,2016 global recession risk as high as 20 pct,6,#ad494a,"see, predict, warn",
20160121,"Brazil holds rates, bets recession will cool prices",Brazil,holds,"rates, bets recession will cool prices",6,#d9d9d9,"keep, hold",
20160121,Brazil central bank keeps rates steady amid recession fears,Brazil central bank,keeps,rates steady amid recession fears,6,#d9d9d9,"keep, hold",
20160122,Oracle lawyer says Google's Android generated $31 billion revenue,Oracle lawyer,says,Google's Android generated $31 billion revenue,2,#636363,say,
20160122,Oracle lawyer says Google's Android generated $31 bln revenue,Oracle lawyer,says,Google's Android generated $31 bln revenue,2,#636363,say,
20160122,Fox News says Google to partner in Jan. 28 Iowa Republican debate,Fox News,says,Google to partner in Jan. 28 Iowa Republican debate,2,#636363,say,
20160123,Morgan Stanley still sees 20 percent chance of U.S. recession,Morgan Stanley still,sees,20 percent chance of U.S. recession,6,#ad494a,"see, predict, warn",
20160123,Morgan Stanley still sees 20 pct chance of U.S. recession,Morgan Stanley still,sees,20 pct chance of U.S. recession,6,#ad494a,"see, predict, warn",
20160123,Apple says Q1 earnings call will be on Jan. 26,Apple,says,Q1 earnings call will be on Jan. 26,4,#636363,say,
20160125,Major earthquake hits southern Alaska coast,Major earthquake,hits,southern Alaska coast,0,#e6550d,"hit, shake, strike",
20160125,"Daimler CEO says Apple, Google making progress on car",Daimler CEO,says,"Apple, Google making progress on car",2,#636363,say,
20160125,"Daimler CEO says Apple, Google making progress on car -Welt am Sonntag",Daimler CEO,says,"Apple, Google making progress on car -Welt am Sonntag",2,#636363,say,
20160126,Major earthquake in southern Alaska felt for hundreds of miles,Major earthquake in southern Alaska,felt,for hundreds of miles,0,#7b4173,"felt, seen, rattle",
20160126,Google to face grilling by UK lawmakers over tax deal,Google,to face,grilling by UK lawmakers over tax deal,2,#e7ba52,"face, settle, raid, investigate, ...",
20160128,Brazil defaults hit 3-year high; loan growth slows sharply,Brazil defaults,hit,3-year high; loan growth slows sharply,7,#e377c2,"hit, fall, sink, suffer",
20160129,Brazil's Tombini says recession to help curb inflation,Brazil's Tombini,says,recession to help curb inflation,6,#636363,say,
20160129,Bradesco sees Brazil defaults stabilizing only next year,Bradesco,sees,Brazil defaults stabilizing only next year,7,#ad494a,"see, predict, warn",
20160129,Google says complies with tax laws as Italy probes tax evasion,Google,says,complies with tax laws as Italy probes tax evasion,2,#636363,say,
20160129,EU competition boss says could look at UK's Google tax deal,EU competition boss,says,could look at UK's Google tax deal,2,#636363,say,
20160130,"Google says G'day to Australian twang, slang",Google,says,"G'day to Australian twang, slang",2,#636363,say,
20160203,Brazil's Itaú sees defaults rising further this year,Brazil's Itaú,sees,defaults rising further this year,7,#ad494a,"see, predict, warn",
20160204,Connecticut's governor says no return to pre-recession prosperity,Connecticut's governor,says,no return to pre-recession prosperity,6,#636363,say,
20160204,Connecticut's governor says no going back to pre-recession prosperity,Connecticut's governor,says,no going back to pre-recession prosperity,6,#636363,say,
20160209,Earthquake measuring 5.7 magnitude felt in New Zealand capital,Earthquake,measuring,5.7 magnitude felt in New Zealand capital,0,#31a354,measuring,
20160211,Tesla says expects to become profitable in 2016,Tesla,says,expects to become profitable in 2016,5,#636363,say,
20160211,Tesla posts 11th straight quarterly loss,Tesla,posts,11th straight quarterly loss,5,#636363,say,
20160211,Google says U.S. guidance crucial to development of self-driving cars,Google,says,U.S. guidance crucial to development of self-driving cars,2,#636363,say,
20160213,"Apple to launch new iPhone, iPad in March",Apple,to launch,"new iPhone, iPad in March",4,#d62728,"launch, unveil, introduce",
20160213,Google says will not participate in 2016 U.S. airwaves auction,Google,says,will not participate in 2016 U.S. airwaves auction,2,#636363,say,
20160214,Oklahoma hit by its third-strongest earthquake ever,Oklahoma,hit,by its third-strongest earthquake ever,0,#e6550d,"hit, shake, strike",
20160214,Oklahoma hit by its third-strongest earthquake ever -USGS,Oklahoma,hit,by its third-strongest earthquake ever -USGS,0,#e6550d,"hit, shake, strike",
20160215,"Strong earthquake rattles Christchurch, NZ",Strong earthquake,rattles,"Christchurch, NZ",0,#7b4173,"felt, seen, rattle",
20160217,"Winter storm hits U.S. East Coast, tornadoes tear into South",Winter storm,hits,"U.S. East Coast, tornadoes tear into South",1,#e6550d,"hit, shake, strike",
20160217,"Tornadoes slam South; snow, ice hit Northeast",Tornadoes,slam,"South; snow, ice hit Northeast",1,#e6550d,"hit, shake, strike",
20160218,Magnitude 6.2 earthquake strikes off Indonesia,Magnitude 6.2 earthquake,strikes,off Indonesia,0,#e6550d,"hit, shake, strike",
20160220,Apple says debate over encryption should be decided by Congress,Apple,says,debate over encryption should be decided by Congress,4,#636363,say,
20160224,"Tornadoes kill 3, injure dozens in Louisiana, Mississippi",Tornadoes,kill,"3, injure dozens in Louisiana, Mississippi",1,#393b79,"kill, injure, rise",a
20160225,Storm kills 4 in Virginia day after Gulf Coast tornadoes,Storm,kills,4 in Virginia day after Gulf Coast tornadoes,1,#393b79,"kill, injure, rise",
20160225,"Facebook launches ""Reactions"" worldwide",Facebook,launches,"""Reactions"" worldwide",3,#d62728,"launch, unveil, introduce",
20160225,Storm kills three in Virginia day after Gulf Coast tornadoes,Storm,kills,three in Virginia day after Gulf Coast tornadoes,1,#393b79,"kill, injure, rise",
20160225,Facebook launches 'Reactions' worldwide,Facebook,launches,'Reactions' worldwide,3,#d62728,"launch, unveil, introduce",
20160225,Fed's Kaplan says does not expect U.S. to enter recession this year,Fed's Kaplan,says,does not expect U.S. to enter recession this year,6,#636363,say,
20160225,"Tornadoes kill three, injure dozens in Louisiana, Mississippi",Tornadoes,kill,"three, injure dozens in Louisiana, Mississippi",1,#393b79,"kill, injure, rise",a
20160225,Brazil loan defaults hit highest in over three years in January,Brazil loan defaults,hit,highest in over three years in January,7,#e377c2,"hit, fall, sink, suffer",
20160225,China's Baoding Tianwei Group says defaults on bonds worth 1 bln yuan,China's Baoding Tianwei Group,says,defaults on bonds worth 1 bln yuan,7,#636363,say,
20160226,CIBC says loan losses could double if Canada in recession,CIBC,says,loan losses could double if Canada in recession,6,#636363,say,
20160301,Google says it bears 'some responsibility' after self-driving car hit bus,Google,says,it bears 'some responsibility' after self-driving car hit bus,2,#636363,say,
20160301,Google says self-driving car hits municipal bus in minor crash,Google,says,self-driving car hits municipal bus in minor crash,2,#636363,say,
20160302,Apple lawyer faces off with FBI before Congress,Apple lawyer,faces,off with FBI before Congress,4,#e7ba52,"face, settle, raid, investigate, ...",
20160303,Brazil holds interest rates to avoid deepening recession,Brazil,holds,interest rates to avoid deepening recession,6,#d9d9d9,"keep, hold",
20160303,Fed's Williams says U.S. economy faces little risk of recession,Fed's Williams,says,U.S. economy faces little risk of recession,6,#636363,say,
20160303,Possible tornado tears through Alabama,Possible tornado,tears,through Alabama,1,#e6550d,"hit, shake, strike",
20160303,Facebook faces German probe,Facebook,faces,German probe,3,#e7ba52,"face, settle, raid, investigate, ...",
20160304,Google says its engineers working with UNICEF to map Zika,Google,says,its engineers working with UNICEF to map Zika,2,#636363,say,
20160304,"Apple launches support page on Twitter, instantly gets 50k followers",Apple,launches,"support page on Twitter, instantly gets 50k followers",4,#d62728,"launch, unveil, introduce",
20160304,"Fed's Kaplan says U.S. consumer in good shape, sees no recession",Fed's Kaplan,says,"U.S. consumer in good shape, sees no recession",6,#636363,say,
20160304,Apple plans offices in San Francisco,Apple,plans,offices in San Francisco,4,#d62728,"launch, unveil, introduce",
20160310,"Moody's says Atlantic City, NJ risks default, possible bankruptcy",Moody's,says,"Atlantic City, NJ risks default, possible bankruptcy",7,#636363,say,
20160316,Drugmaker Valeant faces debt default risk; shares plunge 50 pct,Drugmaker Valeant,faces,debt default risk; shares plunge 50 pct,7,#e7cb94,"face, seen, post, slip, slide, confirm",
20160317,Drugmaker Valeant faces debt default risk; shares plunge 50 percent,Drugmaker Valeant,faces,debt default risk; shares plunge 50 percent,7,#e7cb94,"face, seen, post, slip, slide, confirm",
20160319,Apple hires corporate security officer amid legal battle with government,Apple,hires,corporate security officer amid legal battle with government,4,#fdd0a2,hire,
20160322,Apple unveils recycling robot to take apart iPhones,Apple,unveils,recycling robot to take apart iPhones,4,#d62728,"launch, unveil, introduce",
20160330,Google Fiber introduces $10/month home phone service,Google Fiber,introduces,$10/month home phone service,2,#d62728,"launch, unveil, introduce",
20160330,Brazil lending falls as defaults stay at five-year high,Brazil lending,falls,as defaults stay at five-year high,7,#e377c2,"hit, fall, sink, suffer",
20160330,Brazil lending falls as recession bites harder; defaults stabilize,Brazil lending,falls,as recession bites harder; defaults stabilize,7,#e377c2,"hit, fall, sink, suffer",
20160402,"Tesla unveils $35,000-Model 3 with range of 215 miles",Tesla,unveils,"$35,000-Model 3 with range of 215 miles",5,#d62728,"launch, unveil, introduce",
20160404,Tesla says Model 3 orders top $10 billion in first 36 hours,Tesla,says,Model 3 orders top $10 billion in first 36 hours,5,#636363,say,
20160404,Trump predicts 'very massive recession' in U.S.,Trump,predicts,'very massive recession' in U.S.,6,#ad494a,"see, predict, warn",
20160405,Tesla says parts shortages hampered first-quarter sales,Tesla,says,parts shortages hampered first-quarter sales,5,#636363,say,
20160405,"Tesla delivers 14,820 vehicles in Q1 2016",Tesla,delivers,"14,820 vehicles in Q1 2016",5,#8ca252,deliver,
20160407,Facebook  announces new features for facebook live,Facebook,announces,new features for facebook live,3,#636363,say,
